city,ds,yhat
Chennai,2020-04-23,65.43220422695063
Chennai,2020-04-24,65.67993662256096
Chennai,2020-04-25,66.02824847249882
Chennai,2020-04-26,66.15921920710748
Chennai,2020-04-27,65.65209332339889
Chennai,2020-04-28,65.86744552903332
Chennai,2020-04-29,65.94991968405735
Chennai,2020-04-30,65.80800140696394
Chennai,2020-05-01,66.11498147791144
Chennai,2020-05-02,66.51970558517618
Chennai,2020-05-03,66.70306048687894
Chennai,2020-05-04,66.24726302902863
Chennai,2020-05-05,66.50786500139019
Chennai,2020-05-06,66.62869987294987
Chennai,2020-05-07,66.51761118224994
Chennai,2020-05-08,66.84742912281426
Chennai,2020-05-09,67.26672865568429
Chennai,2020-05-10,67.4563190997258
Chennai,2020-05-11,66.99446969591732
Chennai,2020-05-12,67.24109406535402
Chennai,2020-05-13,67.34050028886575
Chennai,2020-05-14,67.20116635513422
Chennai,2020-05-15,67.49669821389502
Chennai,2020-05-16,67.87656630025654
Chennai,2020-05-17,68.02257112501074
Chennai,2020-05-18,67.51404312060707
Chennai,2020-05-19,67.7120003847312
Chennai,2020-05-20,67.76187177948592
Chennai,2020-05-21,67.57324585026257
Chennai,2020-05-22,67.82080348543022
Chennai,2020-05-23,68.1550308160957
Chennai,2020-05-24,68.25866351618164
Chennai,2020-05-25,67.71186817553625
Chennai,2020-05-26,67.87638477728511
Chennai,2020-05-27,67.89823802408796
Chennai,2020-05-28,67.68747815622899
Chennai,2020-05-29,67.91910925132389
Chennai,2020-05-30,68.24382884086515
Chennai,2020-05-31,68.34439297818395
Chennai,2020-06-01,67.80088595019086
Chennai,2020-06-02,67.97484457322601
Chennai,2020-06-03,68.01198129467987
Chennai,2020-06-04,67.8219389029816
Chennai,2020-06-05,68.07923432722923
Chennai,2020-06-06,68.43398744950056
Chennai,2020-06-07,68.56838539898786
Chennai,2020-06-08,68.06188721946063
Chennai,2020-06-09,68.2753920963305
Chennai,2020-06-10,68.35397800753387
Chennai,2020-06-11,68.20667055322292
Chennai,2020-06-12,68.507399086575
Chennai,2020-06-13,68.90573578411936
Chennai,2020-06-14,69.08336792141688
Chennai,2020-06-15,68.61930812781847
Chennai,2020-06-16,68.87406577579094
Chennai,2020-06-17,68.99238642362799
Chennai,2020-06-18,68.88301920251543
Chennai,2020-06-19,69.21966948062882
Chennai,2020-06-20,69.65173271847755
Chennai,2020-06-21,69.8607601114093
Chennai,2020-06-22,69.42566116461771
Chennai,2020-06-23,69.70686675549207
Chennai,2020-06-24,69.84906001445839
Chennai,2020-06-25,69.7609353258731
Chennai,2020-06-26,70.11614317454658
Chennai,2020-06-27,70.5640171223387
Chennai,2020-06-28,70.7860338189416
Chennai,2020-06-29,70.36101147164082
Chennai,2020-06-30,70.64927052593343
Chennai,2020-07-01,70.79536402248038
Chennai,2020-07-02,70.70783799006998
Chennai,2020-07-03,71.06017958264952
Chennai,2020-07-04,71.5015491434184
Chennai,2020-07-05,71.7132469446566
Chennai,2020-07-06,71.2739197798447
Chennai,2020-07-07,71.54373087140787
Chennai,2020-07-08,71.66710021407621
Chennai,2020-07-09,71.55247533164726
Chennai,2020-07-10,71.87328974879229
Chennai,2020-07-11,72.27870494381997
Chennai,2020-07-12,72.45008611770005
Chennai,2020-07-13,71.96621656065048
Chennai,2020-07-14,72.18747371627586
Chennai,2020-07-15,72.25857374479381
Chennai,2020-07-16,72.08834430108273
Chennai,2020-07-17,72.35068263337469
Chennai,2020-07-18,72.69529464668987
Chennai,2020-07-19,72.8041652239155
Chennai,2020-07-20,72.25676462576432
Chennai,2020-07-21,72.4142141921874
Chennai,2020-07-22,72.4220183496249
Chennai,2020-07-23,72.18982291807713
Chennai,2020-07-24,72.39235717000088
Chennai,2020-07-25,72.68015568969109
Chennai,2020-07-26,72.73601077737638
Chennai,2020-07-27,72.14016070421853
Chennai,2020-07-28,72.25443754495981
Chennai,2020-07-29,72.22498210091588
Chennai,2020-07-30,71.96198640419743
Chennai,2020-07-31,72.14062172558044
Chennai,2020-08-01,72.41174856376125
